"","X","S","I","R","Kids","Adults","ID"
"3120",2100,1523,204,28,86,118,161
"3121",2101,1233,290,61,122,168,161
"3122",2102,902,331,87,128,203,161
"3123",2103,593,309,123,95,214,161
"3124",2104,351,242,149,72,170,161
"3125",2105,221,130,151,24,106,161
"3126",2106,134,87,153,11,76,161
"3127",2107,79,55,145,7,48,161
"3128",2108,53,26,158,1,25,161
"3129",2109,34,19,98,1,18,161
"3130",2110,23,11,111,2,9,161
"3131",2111,19,4,98,0,4,161
"3132",2112,15,4,75,1,3,161
"3133",2113,9,6,70,0,6,161
"3134",2114,6,3,81,0,3,161
"3135",2115,6,0,55,0,0,161
"3136",2116,6,0,38,0,0,161
"3137",2117,6,0,39,0,0,161
"3138",2118,5,1,28,0,1,161
"3139",2119,5,0,23,0,0,161
"3140",2120,5,0,24,0,0,161
"3141",2121,5,0,32,0,0,161
"3142",2122,5,0,24,0,0,161
"3143",2123,3,2,21,1,1,161
"3144",2124,3,0,13,0,0,161
"3145",2125,2,1,10,1,0,161
"3146",2126,2,0,12,0,0,161
"3147",2127,2,0,9,0,0,161
"3148",2128,2,0,6,0,0,161
"3149",2129,2,0,8,0,0,161
"3150",2130,1,1,9,0,1,161
"3151",2131,1,0,1,0,0,161
"3152",2132,1,0,5,0,0,161
"3153",2133,1,0,4,0,0,161
"3154",2134,1,0,7,0,0,161
"3155",2135,1,0,1,0,0,161
"3156",2136,1,0,3,0,0,161
"3157",2137,1,0,1,0,0,161
"3158",2138,1,0,1,0,0,161
"3159",2139,1,0,0,0,0,161
"3160",2140,1,0,1,0,0,161
"3161",2141,1,0,2,0,0,161
"3162",2142,1,0,1,0,0,161
"3163",2143,1997,3,0,681,1316,162
"3164",2144,1988,9,0,5,4,162
"3165",2145,1977,11,1,6,5,162
"3166",2146,1951,26,3,14,12,162
"3167",2147,1896,55,4,24,31,162
"3168",2148,1792,104,15,40,64,162
"3169",2149,1626,166,26,72,94,162
"3170",2150,1361,265,48,109,156,162
"3171",2151,1016,345,84,141,204,162
"3172",2152,685,331,86,130,201,162
"3173",2153,396,289,136,78,211,162
"3174",2154,221,175,175,30,145,162
"3175",2155,130,91,148,13,78,162
"3176",2156,83,47,151,7,40,162
"3177",2157,52,31,139,6,25,162
"3178",2158,37,15,120,0,15,162
"3179",2159,27,10,106,5,5,162
"3180",2160,22,5,97,0,5,162
"3181",2161,17,5,94,1,4,162
"3182",2162,15,2,77,0,2,162
"3183",2163,15,0,64,0,0,162
"3184",2164,14,1,53,0,1,162
"3185",2165,13,1,53,0,1,162
"3186",2166,12,1,24,0,1,162
"3187",2167,11,1,34,0,1,162
"3188",2168,11,0,33,0,0,162
"3189",2169,11,0,23,0,0,162
"3190",2170,10,1,19,0,1,162
"3191",2171,10,0,21,0,0,162
"3192",2172,10,0,18,0,0,162
"3193",2173,9,1,16,0,1,162
"3194",2174,9,0,14,0,0,162
"3195",2175,9,0,11,0,0,162
"3196",2176,9,0,13,0,0,162
"3197",2177,9,0,9,0,0,162
"3198",2178,9,0,12,0,0,162
"3199",2179,9,0,6,0,0,162
"3200",2180,9,0,8,0,0,162
"3201",2181,8,1,6,0,1,162
"3202",2182,8,0,9,0,0,162
"3203",2183,8,0,4,0,0,162
"3204",2184,8,0,3,0,0,162
"3205",2185,8,0,4,0,0,162
"3206",2186,8,0,3,0,0,162
"3207",2187,8,0,3,0,0,162
"3208",2188,8,0,1,0,0,162
"3209",2189,8,0,4,0,0,162
"3210",2190,8,0,3,0,0,162
"3211",2191,8,0,1,0,0,162
"3212",2192,8,0,3,0,0,162
"3213",2193,8,0,0,0,0,162
"3214",2194,1997,3,0,696,1301,163
"3215",2195,1995,2,0,0,2,163
"3216",2196,1987,8,1,2,6,163
"3217",2197,1976,11,3,4,7,163
"3218",2198,1954,22,2,12,10,163
"3219",2199,1922,32,2,10,22,163
"3220",2200,1851,71,8,36,35,163
"3221",2201,1738,113,11,57,56,163
"3222",2202,1525,213,26,94,119,163
"3223",2203,1220,305,52,134,171,163
"3224",2204,917,303,92,117,186,163
"3225",2205,578,339,106,111,228,163
"3226",2206,331,247,128,60,187,163
"3227",2207,199,132,167,32,100,163
"3228",2208,120,79,169,14,65,163
"3229",2209,70,50,131,3,47,163
"3230",2210,52,18,134,3,15,163
"3231",2211,41,11,130,2,9,163
"3232",2212,31,10,117,1,9,163
"3233",2213,27,4,78,0,4,163
"3234",2214,25,2,88,0,2,163
"3235",2215,20,5,70,1,4,163
"3236",2216,17,3,52,2,1,163
"3237",2217,15,2,59,0,2,163
"3238",2218,15,0,52,0,0,163
"3239",2219,15,0,54,0,0,163
"3240",2220,14,1,36,0,1,163
"3241",2221,13,1,34,0,1,163
"3242",2222,13,0,30,0,0,163
"3243",2223,13,0,19,0,0,163
"3244",2224,13,0,19,0,0,163
"3245",2225,12,1,11,0,1,163
"3246",2226,11,1,16,0,1,163
"3247",2227,10,1,10,0,1,163
"3248",2228,10,0,14,0,0,163
"3249",2229,10,0,15,0,0,163
"3250",2230,10,0,3,0,0,163
"3251",2231,10,0,4,0,0,163
"3252",2232,10,0,7,0,0,163
"3253",2233,10,0,6,0,0,163
"3254",2234,10,0,5,0,0,163
"3255",2235,10,0,2,0,0,163
"3256",2236,10,0,3,0,0,163
"3257",2237,10,0,4,0,0,163
"3258",2238,10,0,2,0,0,163
"3259",2239,10,0,4,0,0,163
"3260",2240,10,0,4,0,0,163
"3261",2241,10,0,1,0,0,163
"3262",2242,10,0,1,0,0,163
"3263",2243,10,0,2,0,0,163
"3264",2244,10,0,1,0,0,163
"3265",2245,1997,3,0,734,1263,164
"3266",2246,1995,2,0,0,2,164
"3267",2247,1993,2,0,1,1,164
"3268",2248,1984,9,1,3,6,164
"3269",2249,1965,19,1,6,13,164
"3270",2250,1933,32,0,18,14,164
"3271",2251,1879,54,6,29,25,164
"3272",2252,1772,107,18,46,61,164
"3273",2253,1615,157,20,84,73,164
"3274",2254,1340,275,48,132,143,164
"3275",2255,976,364,79,155,209,164
"3276",2256,630,346,110,130,216,164
"3277",2257,371,259,154,73,186,164
"3278",2258,231,140,156,22,118,164
"3279",2259,126,105,168,13,92,164
"3280",2260,80,46,135,5,41,164
"3281",2261,61,19,129,2,17,164
"3282",2262,42,19,107,3,16,164
"3283",2263,31,11,104,4,7,164
"3284",2264,21,10,81,2,8,164
"3285",2265,18,3,101,1,2,164
"3286",2266,17,1,85,1,0,164
"3287",2267,12,5,66,0,5,164
"3288",2268,10,2,58,0,2,164
"3289",2269,9,1,43,0,1,164
"3290",2270,8,1,42,0,1,164
"3291",2271,6,2,36,1,1,164
"3292",2272,5,1,30,0,1,164
"3293",2273,5,0,28,0,0,164
"3294",2274,5,0,25,0,0,164
"3295",2275,5,0,21,0,0,164
"3296",2276,4,1,14,0,1,164
"3297",2277,4,0,12,0,0,164
"3298",2278,4,0,22,0,0,164
"3299",2279,4,0,6,0,0,164
"3300",2280,4,0,15,0,0,164
"3301",2281,4,0,12,0,0,164
"3302",2282,4,0,5,0,0,164
"3303",2283,4,0,10,0,0,164
"3304",2284,4,0,7,0,0,164
"3305",2285,4,0,5,0,0,164
"3306",2286,4,0,4,0,0,164
"3307",2287,4,0,5,0,0,164
"3308",2288,4,0,4,0,0,164
"3309",2289,4,0,2,0,0,164
"3310",2290,4,0,6,0,0,164
"3311",2291,4,0,4,0,0,164
"3312",2292,4,0,2,0,0,164
"3313",2293,4,0,1,0,0,164
"3314",2294,4,0,3,0,0,164
"3315",2295,4,0,2,0,0,164
"3316",2296,1997,3,0,702,1295,165
"3317",2297,1995,2,1,0,2,165
"3318",2298,1994,1,3,0,1,165
"3319",2299,1994,0,1,0,0,165
"3320",2300,1993,1,1,1,0,165
"3321",2301,1992,1,1,0,1,165
"3322",2302,1992,0,0,0,0,165
"3323",2303,1992,0,1,0,0,165
"3324",2304,1992,0,0,0,0,165
"3325",2305,1992,0,0,0,0,165
"3326",2306,1992,0,0,0,0,165
"3327",2307,1992,0,0,0,0,165
"3328",2308,1992,0,0,0,0,165
"3329",2309,1992,0,0,0,0,165
"3330",2310,1992,0,0,0,0,165
"3331",2311,1992,0,0,0,0,165
"3332",2312,1992,0,0,0,0,165
"3333",2313,1992,0,0,0,0,165
"3334",2314,1992,0,0,0,0,165
"3335",2315,1992,0,0,0,0,165
"3336",2316,1992,0,0,0,0,165
"3337",2317,1992,0,0,0,0,165
"3338",2318,1992,0,0,0,0,165
"3339",2319,1992,0,0,0,0,165
"3340",2320,1992,0,0,0,0,165
"3341",2321,1992,0,0,0,0,165
"3342",2322,1992,0,0,0,0,165
"3343",2323,1992,0,0,0,0,165
"3344",2324,1992,0,0,0,0,165
"3345",2325,1992,0,0,0,0,165
"3346",2326,1992,0,0,0,0,165
"3347",2327,1992,0,0,0,0,165
"3348",2328,1992,0,0,0,0,165
"3349",2329,1992,0,0,0,0,165
"3350",2330,1992,0,0,0,0,165
"3351",2331,1992,0,0,0,0,165
"3352",2332,1992,0,0,0,0,165
"3353",2333,1992,0,0,0,0,165
"3354",2334,1992,0,0,0,0,165
"3355",2335,1992,0,0,0,0,165
"3356",2336,1992,0,0,0,0,165
"3357",2337,1992,0,0,0,0,165
"3358",2338,1992,0,0,0,0,165
"3359",2339,1992,0,0,0,0,165
"3360",2340,1992,0,0,0,0,165
"3361",2341,1992,0,0,0,0,165
"3362",2342,1992,0,0,0,0,165
"3363",2343,1992,0,0,0,0,165
"3364",2344,1992,0,0,0,0,165
"3365",2345,1992,0,0,0,0,165
"3366",2346,1992,0,0,0,0,165
"3367",2347,1997,3,0,692,1305,166
"3368",2348,1995,2,0,0,2,166
"3369",2349,1994,1,0,1,0,166
"3370",2350,1988,6,1,3,3,166
"3371",2351,1978,10,1,3,7,166
"3372",2352,1955,23,2,13,10,166
"3373",2353,1910,45,4,25,20,166
"3374",2354,1815,95,10,44,51,166
"3375",2355,1672,143,20,78,65,166
"3376",2356,1452,220,38,91,129,166
"3377",2357,1151,301,58,113,188,166
"3378",2358,795,356,94,142,214,166
"3379",2359,478,317,130,96,221,166
"3380",2360,295,183,158,44,139,166
"3381",2361,185,110,154,19,91,166
"3382",2362,108,77,143,8,69,166
"3383",2363,77,31,137,3,28,166
"3384",2364,54,23,118,3,20,166
"3385",2365,33,21,101,4,17,166
"3386",2366,24,9,88,0,9,166
"3387",2367,20,4,104,0,4,166
"3388",2368,14,6,77,0,6,166
"3389",2369,12,2,70,0,2,166
"3390",2370,10,2,66,0,2,166
"3391",2371,9,1,46,0,1,166
"3392",2372,9,0,43,0,0,166
"3393",2373,7,2,31,1,1,166
"3394",2374,6,1,39,0,1,166
"3395",2375,5,1,39,1,0,166
"3396",2376,5,0,40,0,0,166
"3397",2377,5,0,24,0,0,166
"3398",2378,5,0,22,0,0,166
"3399",2379,5,0,18,0,0,166
"3400",2380,5,0,16,0,0,166
"3401",2381,5,0,13,0,0,166
"3402",2382,5,0,14,0,0,166
"3403",2383,5,0,7,0,0,166
"3404",2384,4,1,8,0,1,166
"3405",2385,4,0,6,0,0,166
"3406",2386,4,0,6,0,0,166
"3407",2387,4,0,8,0,0,166
"3408",2388,4,0,5,0,0,166
"3409",2389,4,0,3,0,0,166
"3410",2390,4,0,5,0,0,166
"3411",2391,4,0,3,0,0,166
"3412",2392,4,0,1,0,0,166
"3413",2393,4,0,4,0,0,166
"3414",2394,4,0,1,0,0,166
"3415",2395,4,0,2,0,0,166
"3416",2396,4,0,3,0,0,166
"3417",2397,4,0,3,0,0,166
"3418",2398,1997,3,0,693,1304,167
"3419",2399,1996,1,0,0,1,167
"3420",2400,1992,4,1,3,1,167
"3421",2401,1986,6,0,1,5,167
"3422",2402,1977,9,2,2,7,167
"3423",2403,1963,14,2,7,7,167
"3424",2404,1922,41,3,25,16,167
"3425",2405,1835,87,10,48,39,167
"3426",2406,1681,154,20,88,66,167
"3427",2407,1472,209,39,90,119,167
"3428",2408,1177,295,58,114,181,167
"3429",2409,862,315,88,113,202,167
"3430",2410,547,315,110,91,224,167
"3431",2411,328,219,161,55,164,167
"3432",2412,204,124,155,19,105,167
"3433",2413,125,79,163,18,61,167
"3434",2414,74,51,141,7,44,167
"3435",2415,55,19,122,2,17,167
"3436",2416,39,16,98,3,13,167
"3437",2417,31,8,111,1,7,167
"3438",2418,22,9,90,3,6,167
"3439",2419,17,5,74,0,5,167
"3440",2420,15,2,73,1,1,167
"3441",2421,13,2,55,0,2,167
"3442",2422,11,2,56,0,2,167
"3443",2423,10,1,44,1,0,167
"3444",2424,9,1,48,0,1,167
"3445",2425,7,2,39,1,1,167
"3446",2426,6,1,34,0,1,167
"3447",2427,6,0,35,0,0,167
"3448",2428,6,0,14,0,0,167
"3449",2429,6,0,18,0,0,167
"3450",2430,6,0,18,0,0,167
"3451",2431,6,0,14,0,0,167
"3452",2432,6,0,15,0,0,167
"3453",2433,6,0,16,0,0,167
"3454",2434,6,0,9,0,0,167
"3455",2435,6,0,13,0,0,167
"3456",2436,6,0,7,0,0,167
"3457",2437,6,0,8,0,0,167
"3458",2438,6,0,5,0,0,167
"3459",2439,6,0,3,0,0,167
"3460",2440,6,0,4,0,0,167
"3461",2441,6,0,1,0,0,167
"3462",2442,6,0,3,0,0,167
"3463",2443,6,0,1,0,0,167
"3464",2444,6,0,0,0,0,167
"3465",2445,6,0,0,0,0,167
"3466",2446,6,0,3,0,0,167
"3467",2447,6,0,1,0,0,167
"3468",2448,6,0,0,0,0,167
"3469",2449,1997,3,0,724,1273,168
"3470",2450,1995,2,0,1,1,168
"3471",2451,1989,6,1,5,1,168
"3472",2452,1979,10,1,5,5,168
"3473",2453,1958,21,4,13,8,168
"3474",2454,1919,39,5,19,20,168
"3475",2455,1853,66,12,35,31,168
"3476",2456,1752,101,27,51,50,168
"3477",2457,1586,166,28,89,77,168
"3478",2458,1334,252,44,122,130,168
"3479",2459,994,340,67,144,196,168
"3480",2460,668,326,101,111,215,168
"3481",2461,411,257,147,66,191,168
"3482",2462,234,177,162,24,153,168
"3483",2463,150,84,151,16,68,168
"3484",2464,96,54,131,10,44,168
"3485",2465,65,31,132,7,24,168
"3486",2466,49,16,114,2,14,168
"3487",2467,36,13,122,1,12,168
"3488",2468,21,15,100,1,14,168
"3489",2469,17,4,87,0,4,168
"3490",2470,13,4,75,1,3,168
"3491",2471,10,3,71,0,3,168
"3492",2472,9,1,63,0,1,168
"3493",2473,9,0,36,0,0,168
"3494",2474,9,0,49,0,0,168
"3495",2475,7,2,26,0,2,168
"3496",2476,7,0,32,0,0,168
"3497",2477,7,0,25,0,0,168
"3498",2478,7,0,21,0,0,168
"3499",2479,6,1,19,0,1,168
"3500",2480,6,0,14,0,0,168
"3501",2481,5,1,21,1,0,168
"3502",2482,5,0,16,0,0,168
"3503",2483,4,1,13,0,1,168
"3504",2484,4,0,8,0,0,168
"3505",2485,4,0,9,0,0,168
"3506",2486,4,0,9,0,0,168
"3507",2487,4,0,8,0,0,168
"3508",2488,4,0,9,0,0,168
"3509",2489,4,0,3,0,0,168
"3510",2490,4,0,5,0,0,168
"3511",2491,4,0,5,0,0,168
"3512",2492,4,0,3,0,0,168
"3513",2493,4,0,3,0,0,168
"3514",2494,4,0,3,0,0,168
"3515",2495,4,0,3,0,0,168
"3516",2496,4,0,2,0,0,168
"3517",2497,4,0,3,0,0,168
"3518",2498,4,0,1,0,0,168
"3519",2499,4,0,0,0,0,168
"3520",2500,1997,3,0,714,1283,169
"3521",2501,1996,1,1,1,0,169
"3522",2502,1991,5,0,2,3,169
"3523",2503,1987,4,1,3,1,169
"3524",2504,1968,19,1,9,10,169
"3525",2505,1943,25,6,14,11,169
"3526",2506,1896,47,4,21,26,169
"3527",2507,1803,93,11,40,53,169
"3528",2508,1671,132,22,62,70,169
"3529",2509,1461,210,41,103,107,169
"3530",2510,1159,302,45,156,146,169
"3531",2511,821,338,106,129,209,169
"3532",2512,516,305,127,92,213,169
"3533",2513,310,206,139,47,159,169
"3534",2514,185,125,144,18,107,169
"3535",2515,97,88,176,12,76,169
"3536",2516,59,38,155,0,38,169
"3537",2517,36,23,120,3,20,169
"3538",2518,23,13,126,0,13,169
"3539",2519,20,3,90,2,1,169
"3540",2520,13,7,79,0,7,169
"3541",2521,12,1,90,0,1,169
"3542",2522,11,1,61,0,1,169
"3543",2523,9,2,42,0,2,169
"3544",2524,7,2,56,0,2,169
"3545",2525,6,1,45,0,1,169
"3546",2526,6,0,46,0,0,169
"3547",2527,6,0,42,0,0,169
"3548",2528,5,1,35,0,1,169
"3549",2529,4,1,20,0,1,169
"3550",2530,4,0,24,0,0,169
"3551",2531,3,1,19,0,1,169
"3552",2532,3,0,25,0,0,169
"3553",2533,3,0,11,0,0,169
"3554",2534,3,0,17,0,0,169
"3555",2535,3,0,5,0,0,169
"3556",2536,3,0,8,0,0,169
"3557",2537,3,0,9,0,0,169
"3558",2538,3,0,8,0,0,169
"3559",2539,3,0,7,0,0,169
"3560",2540,3,0,6,0,0,169
"3561",2541,3,0,3,0,0,169
"3562",2542,3,0,1,0,0,169
"3563",2543,3,0,3,0,0,169
"3564",2544,3,0,3,0,0,169
"3565",2545,3,0,2,0,0,169
"3566",2546,3,0,5,0,0,169
"3567",2547,3,0,1,0,0,169
"3568",2548,3,0,1,0,0,169
"3569",2549,3,0,0,0,0,169
"3570",2550,3,0,0,0,0,169
"3571",2551,1997,3,0,700,1297,170
"3572",2552,1995,2,1,1,1,170
"3573",2553,1993,2,0,2,0,170
"3574",2554,1987,6,0,3,3,170
"3575",2555,1968,19,2,11,8,170
"3576",2556,1935,33,1,14,19,170
"3577",2557,1880,55,7,25,30,170
"3578",2558,1765,115,14,56,59,170
"3579",2559,1578,187,28,87,100,170
"3580",2560,1285,293,56,132,161,170
"3581",2561,953,332,73,149,183,170
"3582",2562,605,348,114,120,228,170
"3583",2563,348,257,145,61,196,170
"3584",2564,206,142,148,20,122,170
"3585",2565,118,88,140,10,78,170
"3586",2566,68,50,171,4,46,170
"3587",2567,46,22,116,1,21,170
"3588",2568,30,16,131,1,15,170
"3589",2569,24,6,109,0,6,170
"3590",2570,17,7,91,1,6,170
"3591",2571,12,5,73,1,4,170
"3592",2572,10,2,92,0,2,170
"3593",2573,8,2,65,0,2,170
"3594",2574,6,2,56,0,2,170
"3595",2575,6,0,40,0,0,170
"3596",2576,5,1,45,0,1,170
"3597",2577,5,0,42,0,0,170
"3598",2578,5,0,30,0,0,170
"3599",2579,4,1,26,0,1,170
"3600",2580,3,1,23,0,1,170
"3601",2581,3,0,21,0,0,170
"3602",2582,2,1,16,1,0,170
"3603",2583,2,0,16,0,0,170
"3604",2584,2,0,16,0,0,170
"3605",2585,2,0,11,0,0,170
"3606",2586,2,0,6,0,0,170
"3607",2587,2,0,6,0,0,170
"3608",2588,2,0,11,0,0,170
"3609",2589,2,0,5,0,0,170
"3610",2590,2,0,8,0,0,170
"3611",2591,2,0,4,0,0,170
"3612",2592,2,0,7,0,0,170
"3613",2593,2,0,2,0,0,170
"3614",2594,2,0,4,0,0,170
"3615",2595,2,0,2,0,0,170
"3616",2596,2,0,3,0,0,170
"3617",2597,2,0,1,0,0,170
"3618",2598,2,0,5,0,0,170
"3619",2599,2,0,1,0,0,170
"3620",2600,2,0,3,0,0,170
"3621",2601,2,0,2,0,0,170
"3622",2602,1997,3,0,685,1312,171
"3623",2603,1996,1,1,0,1,171
"3624",2604,1993,3,0,2,1,171
"3625",2605,1983,10,2,3,7,171
"3626",2606,1973,10,3,2,8,171
"3627",2607,1959,14,1,4,10,171
"3628",2608,1925,34,1,15,19,171
"3629",2609,1855,70,10,28,42,171
"3630",2610,1732,123,16,59,64,171
"3631",2611,1536,196,28,91,105,171
"3632",2612,1245,291,57,114,177,171
"3633",2613,919,326,79,129,197,171
"3634",2614,624,295,127,99,196,171
"3635",2615,384,240,119,60,180,171
"3636",2616,233,151,166,36,115,171
"3637",2617,163,70,168,13,57,171
"3638",2618,104,59,151,11,48,171
"3639",2619,57,47,116,11,36,171
"3640",2620,36,21,126,2,19,171
"3641",2621,29,7,102,2,5,171
"3642",2622,22,7,106,1,6,171
"3643",2623,19,3,77,0,3,171
"3644",2624,17,2,87,0,2,171
"3645",2625,16,1,64,0,1,171
"3646",2626,15,1,41,0,1,171
"3647",2627,14,1,49,1,0,171
"3648",2628,11,3,34,0,3,171
"3649",2629,11,0,42,0,0,171
"3650",2630,11,0,29,0,0,171
"3651",2631,11,0,28,0,0,171
"3652",2632,11,0,22,0,0,171
"3653",2633,10,1,24,0,1,171
"3654",2634,10,0,16,0,0,171
"3655",2635,10,0,9,0,0,171
"3656",2636,10,0,13,0,0,171
"3657",2637,10,0,8,0,0,171
"3658",2638,9,1,8,1,0,171
"3659",2639,9,0,10,0,0,171
"3660",2640,9,0,9,0,0,171
"3661",2641,9,0,3,0,0,171
"3662",2642,9,0,4,0,0,171
"3663",2643,9,0,6,0,0,171
"3664",2644,9,0,3,0,0,171
"3665",2645,9,0,1,0,0,171
"3666",2646,9,0,3,0,0,171
"3667",2647,9,0,4,0,0,171
"3668",2648,9,0,0,0,0,171
"3669",2649,9,0,1,0,0,171
"3670",2650,9,0,5,0,0,171
"3671",2651,9,0,0,0,0,171
"3672",2652,9,0,0,0,0,171
"3673",2653,1997,3,0,699,1298,172
"3674",2654,1996,1,0,0,1,172
"3675",2655,1992,4,1,3,1,172
"3676",2656,1985,7,1,3,4,172
"3677",2657,1971,14,1,11,3,172
"3678",2658,1941,30,2,21,9,172
"3679",2659,1889,52,9,24,28,172
"3680",2660,1804,85,17,34,51,172
"3681",2661,1650,154,30,76,78,172
"3682",2662,1421,229,45,107,122,172
"3683",2663,1107,314,60,139,175,172
"3684",2664,768,339,108,122,217,172
"3685",2665,485,283,140,84,199,172
"3686",2666,289,196,135,41,155,172
"3687",2667,180,109,149,12,97,172
"3688",2668,105,75,158,13,62,172
"3689",2669,62,43,149,2,41,172
"3690",2670,41,21,146,3,18,172
"3691",2671,29,12,125,1,11,172
"3692",2672,22,7,106,1,6,172
"3693",2673,16,6,77,0,6,172
"3694",2674,15,1,80,1,0,172
"3695",2675,14,1,61,0,1,172
"3696",2676,14,0,47,0,0,172
"3697",2677,14,0,51,0,0,172
"3698",2678,13,1,38,0,1,172
"3699",2679,11,2,26,0,2,172
"3700",2680,11,0,27,0,0,172
"3701",2681,10,1,28,0,1,172
"3702",2682,9,1,33,0,1,172
"3703",2683,9,0,22,0,0,172
"3704",2684,9,0,16,0,0,172
"3705",2685,9,0,12,0,0,172
"3706",2686,8,1,10,0,1,172
"3707",2687,8,0,10,0,0,172
"3708",2688,8,0,10,0,0,172
"3709",2689,7,1,6,0,1,172
"3710",2690,7,0,14,0,0,172
"3711",2691,6,1,7,0,1,172
"3712",2692,6,0,8,0,0,172
"3713",2693,6,0,5,0,0,172
"3714",2694,6,0,8,0,0,172
"3715",2695,6,0,5,0,0,172
"3716",2696,6,0,1,0,0,172
"3717",2697,6,0,1,0,0,172
"3718",2698,6,0,1,0,0,172
"3719",2699,6,0,1,0,0,172
"3720",2700,5,1,2,0,1,172
"3721",2701,5,0,1,0,0,172
"3722",2702,5,0,0,0,0,172
"3723",2703,5,0,0,0,0,172
"3724",2704,1997,3,0,721,1276,173
"3725",2705,1995,2,0,1,1,173
"3726",2706,1994,1,0,1,0,173
"3727",2707,1990,4,1,2,2,173
"3728",2708,1977,13,0,9,4,173
"3729",2709,1955,22,4,11,11,173
"3730",2710,1906,49,7,28,21,173
"3731",2711,1823,83,5,43,40,173
"3732",2712,1694,129,20,60,69,173
"3733",2713,1466,228,41,106,122,173
"3734",2714,1143,323,82,149,174,173
"3735",2715,810,333,98,133,200,173
"3736",2716,541,269,128,92,177,173
"3737",2717,353,188,140,36,152,173
"3738",2718,219,134,148,18,116,173
"3739",2719,142,77,132,15,62,173
"3740",2720,85,57,162,6,51,173
"3741",2721,62,23,132,5,18,173
"3742",2722,42,20,104,1,19,173
"3743",2723,28,14,100,1,13,173
"3744",2724,23,5,90,2,3,173
"3745",2725,18,5,69,1,4,173
"3746",2726,14,4,70,1,3,173
"3747",2727,11,3,68,0,3,173
"3748",2728,10,1,51,0,1,173
"3749",2729,9,1,50,0,1,173
"3750",2730,7,2,37,0,2,173
"3751",2731,6,1,26,0,1,173
"3752",2732,6,0,37,0,0,173
"3753",2733,6,0,30,0,0,173
"3754",2734,6,0,23,0,0,173
"3755",2735,6,0,22,0,0,173
"3756",2736,6,0,18,0,0,173
"3757",2737,6,0,15,0,0,173
"3758",2738,6,0,13,0,0,173
"3759",2739,6,0,14,0,0,173
"3760",2740,6,0,7,0,0,173
"3761",2741,6,0,3,0,0,173
"3762",2742,6,0,3,0,0,173
"3763",2743,6,0,7,0,0,173
"3764",2744,6,0,5,0,0,173
"3765",2745,6,0,2,0,0,173
"3766",2746,6,0,2,0,0,173
"3767",2747,6,0,6,0,0,173
"3768",2748,6,0,3,0,0,173
"3769",2749,6,0,2,0,0,173
"3770",2750,6,0,3,0,0,173
"3771",2751,6,0,0,0,0,173
"3772",2752,6,0,1,0,0,173
"3773",2753,6,0,2,0,0,173
"3774",2754,6,0,1,0,0,173
"3775",2755,1997,3,0,685,1312,174
"3776",2756,1993,4,0,2,2,174
"3777",2757,1983,10,0,4,6,174
"3778",2758,1968,15,0,9,6,174
"3779",2759,1927,41,5,18,23,174
"3780",2760,1867,60,7,29,31,174
"3781",2761,1757,110,15,57,53,174
"3782",2762,1573,184,20,76,108,174
"3783",2763,1280,293,52,130,163,174
"3784",2764,941,339,86,129,210,174
"3785",2765,613,328,109,102,226,174
"3786",2766,351,262,145,73,189,174
"3787",2767,207,144,167,31,113,174
"3788",2768,132,75,180,5,70,174
"3789",2769,86,46,124,4,42,174
"3790",2770,57,29,130,8,21,174
"3791",2771,39,18,111,2,16,174
"3792",2772,31,8,93,1,7,174
"3793",2773,25,6,98,1,5,174
"3794",2774,19,6,81,1,5,174
"3795",2775,13,6,75,0,6,174
"3796",2776,10,3,54,1,2,174
"3797",2777,9,1,45,0,1,174
"3798",2778,8,1,53,0,1,174
"3799",2779,8,0,49,0,0,174
"3800",2780,6,2,37,1,1,174
"3801",2781,5,1,36,0,1,174
"3802",2782,4,1,33,0,1,174
"3803",2783,4,0,29,0,0,174
"3804",2784,4,0,30,0,0,174
"3805",2785,4,0,14,0,0,174
"3806",2786,4,0,15,0,0,174
"3807",2787,4,0,13,0,0,174
"3808",2788,4,0,14,0,0,174
"3809",2789,4,0,14,0,0,174
"3810",2790,4,0,9,0,0,174
"3811",2791,4,0,7,0,0,174
"3812",2792,4,0,5,0,0,174
"3813",2793,4,0,9,0,0,174
"3814",2794,4,0,5,0,0,174
"3815",2795,3,1,4,0,1,174
"3816",2796,3,0,0,0,0,174
"3817",2797,3,0,4,0,0,174
"3818",2798,3,0,3,0,0,174
"3819",2799,3,0,4,0,0,174
"3820",2800,3,0,2,0,0,174
"3821",2801,3,0,2,0,0,174
"3822",2802,3,0,1,0,0,174
"3823",2803,2,1,1,0,1,174
"3824",2804,2,0,1,0,0,174
"3825",2805,2,0,0,0,0,174
"3826",2806,1997,3,0,706,1291,175
"3827",2807,1991,6,1,4,2,175
"3828",2808,1974,17,1,13,4,175
"3829",2809,1937,37,9,27,10,175
"3830",2810,1889,48,7,29,19,175
"3831",2811,1806,83,14,45,38,175
"3832",2812,1615,191,19,102,89,175
"3833",2813,1309,306,39,134,172,175
"3834",2814,971,338,85,134,204,175
"3835",2815,652,319,113,95,224,175
"3836",2816,399,253,144,58,195,175
"3837",2817,237,162,177,30,132,175
"3838",2818,148,89,151,19,70,175
"3839",2819,87,61,152,7,54,175
"3840",2820,65,22,145,1,21,175
"3841",2821,49,16,114,2,14,175
"3842",2822,40,9,103,1,8,175
"3843",2823,31,9,88,1,8,175
"3844",2824,27,4,98,2,2,175
